8 ,   .11441330000000000001 , .00040931359734444444  ,.02023150012590377441  , .00639776208798392596       ,         .01335950000000000000     ,   .00000489011827777777 , .00221136118211787601 , .00069929380647748983
16 ,   .08542269999999999999 , .00002669182778888888  ,.00516641343572975003  , .00163376337910019515       ,         .01253040000000000001     ,   .00000063964093333333 , .00079977555184772308 , .00025291123607568920
24 ,   .04690400000000000002 , .00000028352777777777  ,.00053247326484788886  , .00016838283100653997       ,         .01448180000000000002     ,   .00004666004862222221 , .00683081610221079001 , .00216009371607396261
32 ,   .04940600000000000002 , .00005610134155555555  ,.00749008288041965193  , .00236857217655606918       ,         .01249690000000000000     ,   .00000013831054444444 , .00037190125630930584 , .00011760550346154723
40 ,   .05765809999999999997 , .00007375722476666666  ,.00858820265053559736  , .00271582813827875823       ,         .01824620000000000001     ,   .00009102348839999999 , .00954062306141480416 , .00301700991711992869
48 ,   .06009970000000000000 , .00000218984201111110  ,.00147981147823332550  , .00046795747788779911       ,         .01804739999999999998     ,   .00002008075871111110 , .00448115595701724043 , .00141706593746060736
56 ,   .06518220000000000001 , .00066762316528888888  ,.02583840485186515688  , .00817082104374394482       ,         .01711200000000000000     ,   .00000039849755555555 , .00063126662794381107 , .00019962403551565377
64 ,   .05687400000000000001 , .00001272751688888888  ,.00356756455987679079  , .00112816297089068120       ,         .02003940000000000003     ,   .00000204046759999999 , .00142844936907122822 , .00045171535284955612
72 ,   .06111220000000000002 , .00000301635973333333  ,.00173676703484760154  , .00054921395952154475       ,         .02361609999999999998     ,   .00000076028587777777 , .00087194373544270045 , .00027573281955142191
80 ,   .07280539999999999999 , .00004338852648888888  ,.00658699677310448361  , .00208299127431895114       ,         .02997590000000000001     ,   .00000668414121111110 , .00258537061387939118 , .00081756597355266076
88 ,   .08353410000000000000 , .00000865094743333333  ,.00294124929805913085  , .00093010469482383164       ,         .03419350000000000000     ,   .00000024949894444444 , .00049949869313586797 , .00015795535585868558
96 ,   .08079290000000000001 , .00000013471254444444  ,.00036703207549809594  , .00011606573329128627       ,         .04194630000000000000     ,   .00000551297045555555 , .00234797156191371917 , .00074249380169504108
104 ,   .09056720000000000001 , .00000492604195555555  ,.00221946884536718604  , .00070185767471443595       ,         .04942980000000000001     ,   .00000111031551111110 , .00105371509959338629 , .00033321397196262643
112 ,   .09673120000000000000 , .00005862983084444444  ,.00765701187438314215  , .00242135975940058192       ,         .06518730000000000001     ,   .00013696206245555555 , .01170307918693005981 , .00370083858680104487
120 ,   .10709510000000000001 , .00000306447432222222  ,.00175056400117854017  , .00055357694336218700       ,         .06841119999999999999     ,   .00000081917351111110 , .00090508204661848198 , .00028621207366411012
